column,value
product_key,1.0
product_key,2.0
product_key,3.0
product_key,4.0
product_key,5.0
product_key,6.0
product_key,7.0
product_key,8.0
product_key,9.0
product_key,10.0
product_key,11.0
product_key,12.0
product_key,13.0
product_key,14.0
product_key,15.0
product_key,16.0
product_key,17.0
product_key,18.0
product_key,19.0
product_key,20.0
product_key,21.0
product_key,22.0
product_key,23.0
product_key,24.0
product_key,25.0
product_key,26.0
product_key,27.0
product_key,28.0
product_key,29.0
product_key,30.0
product_key,31.0
product_key,32.0
product_key,33.0
product_key,34.0
product_key,35.0
product_key,36.0
product_key,37.0
product_key,38.0
product_key,39.0
product_key,40.0
product_key,41.0
product_key,42.0
product_key,43.0
product_key,44.0
product_key,45.0
product_key,46.0
product_key,47.0
product_key,48.0
product_key,49.0
product_key,50.0
product_key,51.0
product_key,52.0
product_key,53.0
product_key,54.0
product_key,55.0
product_key,56.0
product_key,57.0
product_key,58.0
product_key,59.0
product_key,60.0
product_key,61.0
product_key,62.0
product_key,63.0
product_key,64.0
product_key,65.0
product_key,66.0
product_key,67.0
product_key,68.0
product_key,69.0
product_key,70.0
product_key,71.0
product_key,72.0
product_key,73.0
product_key,74.0
product_key,75.0
product_key,76.0
product_key,77.0
product_key,78.0
product_key,79.0
product_key,80.0
product_key,81.0
product_key,82.0
product_key,83.0
product_key,84.0
product_key,85.0
product_key,86.0
product_key,87.0
product_key,88.0
product_key,89.0
product_key,90.0
product_key,91.0
product_key,92.0
product_key,93.0
product_key,94.0
product_key,95.0
product_key,96.0
product_key,97.0
product_key,98.0
product_key,99.0
product_key,100.0
product_key,101.0
product_key,102.0
product_key,103.0
product_key,104.0
product_key,105.0
product_key,106.0
product_key,107.0
product_key,108.0
product_key,109.0
product_key,110.0
product_key,111.0
product_key,112.0
product_key,113.0
product_key,114.0
product_key,115.0
product_key,116.0
product_key,117.0
product_key,118.0
product_key,119.0
product_key,120.0
product_key,121.0
product_key,122.0
product_key,123.0
product_key,124.0
product_key,125.0
product_key,126.0
product_key,127.0
product_key,128.0
product_key,129.0
product_key,130.0
product_key,131.0
product_key,132.0
product_key,133.0
product_key,134.0
product_key,135.0
product_key,136.0
product_key,137.0
product_key,138.0
product_key,139.0
product_key,140.0
product_key,141.0
product_key,142.0
product_key,143.0
product_key,144.0
product_key,145.0
product_key,146.0
product_key,147.0
product_key,148.0
product_key,149.0
product_key,150.0
product_key,151.0
product_key,152.0
product_key,153.0
product_key,154.0
product_key,155.0
product_key,156.0
product_key,157.0
product_key,158.0
product_key,159.0
product_key,160.0
product_key,161.0
product_key,162.0
product_key,163.0
product_key,164.0
product_key,165.0
product_key,166.0
product_key,167.0
product_key,168.0
product_key,169.0
product_key,170.0
product_key,171.0
product_key,172.0
product_key,173.0
product_key,174.0
product_key,175.0
product_key,176.0
product_key,177.0
product_key,178.0
product_key,179.0
product_key,180.0
product_key,181.0
product_key,182.0
product_key,183.0
product_key,184.0
product_key,185.0
product_key,186.0
product_key,187.0
product_key,188.0
product_key,189.0
product_key,190.0
product_key,191.0
product_key,192.0
product_key,193.0
product_key,194.0
product_key,195.0
product_key,196.0
product_key,197.0
product_key,198.0
product_key,199.0
product_key,200.0
product_key,201.0
product_key,202.0
product_key,203.0
product_key,204.0
product_key,205.0
product_key,206.0
product_key,207.0
product_key,208.0
product_key,209.0
product_key,210.0
product_key,211.0
product_key,212.0
product_key,213.0
product_key,214.0
product_key,215.0
product_key,216.0
product_key,217.0
product_key,218.0
product_key,219.0
product_key,220.0
product_key,221.0
product_key,222.0
product_key,223.0
product_key,224.0
product_key,225.0
product_key,226.0
product_key,227.0
product_key,228.0
product_key,229.0
product_key,230.0
product_key,231.0
product_key,232.0
product_key,233.0
product_key,234.0
product_key,235.0
product_key,236.0
product_key,237.0
product_key,238.0
product_key,239.0
product_key,240.0
product_key,241.0
product_key,242.0
product_key,243.0
product_key,244.0
product_key,245.0
product_key,246.0
product_key,247.0
product_key,248.0
product_key,249.0
product_key,250.0
product_key,251.0
product_key,252.0
product_key,253.0
product_key,254.0
product_key,255.0
product_key,256.0
product_key,257.0
product_key,258.0
product_key,259.0
product_key,260.0
product_key,261.0
product_key,262.0
product_key,263.0
product_key,264.0
product_key,265.0
product_key,266.0
product_key,267.0
product_key,268.0
product_key,269.0
product_key,270.0
product_key,271.0
product_key,272.0
product_key,273.0
product_key,274.0
product_key,275.0
product_key,276.0
product_key,277.0
product_key,278.0
product_key,279.0
product_key,280.0
product_key,281.0
product_key,282.0
product_key,283.0
product_key,284.0
product_key,285.0
product_key,286.0
product_key,287.0
product_key,288.0
product_key,289.0
product_key,290.0
product_key,291.0
product_key,292.0
product_key,293.0
product_key,294.0
product_key,295.0
product_id,210.0
product_id,211.0
product_id,348.0
product_id,349.0
product_id,350.0
product_id,351.0
product_id,344.0
product_id,345.0
product_id,346.0
product_id,347.0
product_id,317.0
product_id,318.0
product_id,319.0
product_id,315.0
product_id,316.0
product_id,311.0
product_id,312.0
product_id,313.0
product_id,314.0
product_id,310.0
product_id,299.0
product_id,300.0
product_id,291.0
product_id,292.0
product_id,274.0
product_id,275.0
product_id,276.0
product_id,277.0
product_id,278.0
product_id,219.0
product_id,218.0
product_id,364.0
product_id,365.0
product_id,366.0
product_id,367.0
product_id,339.0
product_id,341.0
product_id,343.0
product_id,333.0
product_id,335.0
product_id,337.0
product_id,327.0
product_id,329.0
product_id,331.0
product_id,321.0
product_id,323.0
product_id,325.0
product_id,368.0
product_id,369.0
product_id,370.0
product_id,391.0
product_id,392.0
product_id,393.0
product_id,409.0
product_id,426.0
product_id,427.0
product_id,428.0
product_id,263.0
product_id,265.0
product_id,267.0
product_id,269.0
product_id,271.0
product_id,273.0
product_id,410.0
product_id,411.0
product_id,412.0
product_id,413.0
product_id,414.0
product_id,415.0
product_id,416.0
product_id,470.0
product_id,469.0
product_id,468.0
product_id,394.0
product_id,395.0
product_id,396.0
product_id,447.0
product_id,451.0
product_id,452.0
product_id,450.0
product_id,446.0
product_id,448.0
product_id,449.0
product_id,419.0
product_id,420.0
product_id,421.0
product_id,422.0
product_id,423.0
product_id,424.0
product_id,425.0
product_id,461.0
product_id,460.0
product_id,459.0
product_id,454.0
product_id,453.0
product_id,445.0
product_id,455.0
product_id,458.0
product_id,457.0
product_id,456.0
product_id,601.0
product_id,602.0
product_id,603.0
product_id,478.0
product_id,479.0
product_id,596.0
product_id,597.0
product_id,598.0
product_id,599.0
product_id,600.0
product_id,591.0
product_id,592.0
product_id,593.0
product_id,594.0
product_id,595.0
product_id,587.0
product_id,588.0
product_id,589.0
product_id,590.0
product_id,359.0
product_id,361.0
product_id,363.0
product_id,353.0
product_id,355.0
product_id,357.0
product_id,604.0
product_id,605.0
product_id,606.0
product_id,584.0
product_id,382.0
product_id,384.0
product_id,386.0
product_id,388.0
product_id,390.0
product_id,580.0
product_id,581.0
product_id,582.0
product_id,583.0
product_id,374.0
product_id,376.0
product_id,378.0
product_id,380.0
product_id,372.0
product_id,585.0
product_id,586.0
product_id,565.0
product_id,566.0
product_id,567.0
product_id,568.0
product_id,569.0
product_id,570.0
product_id,571.0
product_id,572.0
product_id,577.0
product_id,578.0
product_id,579.0
product_id,560.0
product_id,573.0
product_id,574.0
product_id,575.0
product_id,576.0
product_id,561.0
product_id,562.0
product_id,563.0
product_id,564.0
product_id,225.0
product_id,559.0
product_id,484.0
product_id,556.0
product_id,557.0
product_id,558.0
product_id,555.0
product_id,552.0
product_id,485.0
product_id,550.0
product_id,531.0
product_id,532.0
product_id,533.0
product_id,534.0
product_id,551.0
product_id,524.0
product_id,525.0
product_id,526.0
product_id,527.0
product_id,549.0
product_id,511.0
product_id,512.0
product_id,513.0
product_id,306.0
product_id,298.0
product_id,303.0
product_id,309.0
product_id,290.0
product_id,295.0
product_id,281.0
product_id,284.0
product_id,287.0
product_id,255.0
product_id,258.0
product_id,261.0
product_id,418.0
product_id,430.0
product_id,432.0
product_id,434.0
product_id,436.0
product_id,440.0
product_id,442.0
product_id,444.0
product_id,438.0
product_id,243.0
product_id,246.0
product_id,249.0
product_id,252.0
product_id,240.0
product_id,510.0
product_id,502.0
product_id,503.0
product_id,504.0
product_id,505.0
product_id,506.0
product_id,507.0
product_id,508.0
product_id,509.0
product_id,493.0
product_id,497.0
product_id,498.0
product_id,499.0
product_id,500.0
product_id,494.0
product_id,495.0
product_id,496.0
product_id,492.0
product_id,467.0
product_id,465.0
product_id,463.0
product_id,398.0
product_id,400.0
product_id,402.0
product_id,404.0
product_id,406.0
product_id,408.0
product_id,553.0
product_id,554.0
product_id,217.0
product_id,222.0
product_id,214.0
product_id,487.0
product_id,234.0
product_id,231.0
product_id,228.0
product_id,237.0
product_id,542.0
product_id,543.0
product_id,544.0
product_id,545.0
product_id,546.0
product_id,547.0
product_id,548.0
product_id,480.0
product_id,483.0
product_id,514.0
product_id,501.0
product_id,515.0
product_id,516.0
product_id,517.0
product_id,518.0
product_id,519.0
product_id,520.0
product_id,521.0
product_id,522.0
product_id,523.0
product_id,476.0
product_id,475.0
product_id,474.0
product_id,490.0
product_id,489.0
product_id,488.0
product_id,491.0
product_id,482.0
product_id,481.0
product_id,486.0
product_id,535.0
product_id,536.0
product_id,537.0
product_id,538.0
product_id,539.0
product_id,540.0
product_id,541.0
product_id,528.0
product_id,529.0
product_id,530.0
product_id,473.0
product_id,472.0
product_id,471.0
product_id,477.0
product_number,FR-R92B-58
product_number,FR-R92R-58
product_number,BK-M82B-38
product_number,BK-M82B-42
product_number,BK-M82B-44
product_number,BK-M82B-48
product_number,BK-M82S-38
product_number,BK-M82S-42
product_number,BK-M82S-44
product_number,BK-M82S-48
product_number,BK-R68R-44
product_number,BK-R68R-48
product_number,BK-R68R-52
product_number,BK-R68R-58
product_number,BK-R68R-60
product_number,BK-R93R-44
product_number,BK-R93R-48
product_number,BK-R93R-52
product_number,BK-R93R-56
product_number,BK-R93R-62
product_number,FR-M94B-44
product_number,FR-M94B-48
product_number,FR-M94S-44
product_number,FR-M94S-52
product_number,FR-R72R-44
product_number,FR-R72R-48
product_number,FR-R72R-52
product_number,FR-R72R-58
product_number,FR-R72R-60
product_number,SO-B909-L
product_number,SO-B909-M
product_number,BK-M47B-38
product_number,BK-M47B-40
product_number,BK-M47B-44
product_number,BK-M47B-48
product_number,BK-R50B-44
product_number,BK-R50B-48
product_number,BK-R50B-52
product_number,BK-R50B-58
product_number,BK-R50B-60
product_number,BK-R50B-62
product_number,BK-R50R-44
product_number,BK-R50R-48
product_number,BK-R50R-52
product_number,BK-R50R-58
product_number,BK-R50R-60
product_number,BK-R50R-62
product_number,BK-R89R-44
product_number,BK-R89R-48
product_number,BK-R89R-52
product_number,FK-1639
product_number,FK-5136
product_number,FK-9939
product_number,FR-M63B-38
product_number,FR-M63B-40
product_number,FR-M63B-44
product_number,FR-M63B-48
product_number,FR-R38R-44
product_number,FR-R38R-48
product_number,FR-R38R-52
product_number,FR-R38R-58
product_number,FR-R38R-60
product_number,FR-R38R-62
product_number,FW-M423
product_number,FW-M762
product_number,FW-M928
product_number,FW-R623
product_number,FW-R762
product_number,FW-R820
product_number,FW-T905
product_number,GL-F110-L
product_number,GL-F110-M
product_number,GL-F110-S
product_number,HS-0296
product_number,HS-2451
product_number,HS-3479
product_number,LO-C100
product_number,LT-H902
product_number,LT-H903
product_number,LT-T990
product_number,PA-T100
product_number,PU-0452
product_number,PU-M044
product_number,RW-M423
product_number,RW-M762
product_number,RW-M928
product_number,RW-R623
product_number,RW-R762
product_number,RW-R820
product_number,RW-T905
product_number,SB-M891-L
product_number,SB-M891-M
product_number,SB-M891-S
product_number,SH-M897-L
product_number,SH-M897-M
product_number,SH-M897-S
product_number,SH-M897-X
product_number,TG-W091-L
product_number,TG-W091-M
product_number,TG-W091-S
product_number,BB-7421
product_number,BB-8107
product_number,BB-9108
product_number,BC-M005
product_number,BC-R205
product_number,BK-M18B-40
product_number,BK-M18B-42
product_number,BK-M18B-44
product_number,BK-M18B-48
product_number,BK-M18B-52
product_number,BK-M18S-40
product_number,BK-M18S-42
product_number,BK-M18S-44
product_number,BK-M18S-48
product_number,BK-M18S-52
product_number,BK-M38S-38
product_number,BK-M38S-40
product_number,BK-M38S-42
product_number,BK-M38S-46
product_number,BK-M68B-38
product_number,BK-M68B-42
product_number,BK-M68B-46
product_number,BK-M68S-38
product_number,BK-M68S-42
product_number,BK-M68S-46
product_number,BK-R19B-44
product_number,BK-R19B-48
product_number,BK-R19B-52
product_number,BK-R19B-58
product_number,BK-R64Y-38
product_number,BK-R64Y-40
product_number,BK-R64Y-42
product_number,BK-R64Y-44
product_number,BK-R64Y-48
product_number,BK-R79Y-40
product_number,BK-R79Y-42
product_number,BK-R79Y-44
product_number,BK-R79Y-48
product_number,BK-R89B-44
product_number,BK-R89B-48
product_number,BK-R89B-52
product_number,BK-R89B-58
product_number,BK-R89R-58
product_number,BK-T18U-44
product_number,BK-T18U-50
product_number,BK-T18U-54
product_number,BK-T18U-58
product_number,BK-T18U-62
product_number,BK-T18Y-44
product_number,BK-T18Y-50
product_number,BK-T18Y-54
product_number,BK-T18Y-58
product_number,BK-T18Y-62
product_number,BK-T44U-46
product_number,BK-T44U-50
product_number,BK-T44U-54
product_number,BK-T44U-60
product_number,BK-T79U-46
product_number,BK-T79U-50
product_number,BK-T79U-54
product_number,BK-T79U-60
product_number,BK-T79Y-46
product_number,BK-T79Y-50
product_number,BK-T79Y-54
product_number,BK-T79Y-60
product_number,CA-1098
product_number,CH-0234
product_number,CL-9009
product_number,CS-4759
product_number,CS-6583
product_number,CS-9183
product_number,FB-9873
product_number,FD-2342
product_number,FE-6654
product_number,FR-M21B-40
product_number,FR-M21B-42
product_number,FR-M21B-44
product_number,FR-M21B-48
product_number,FR-M21B-52
product_number,FR-M21S-40
product_number,FR-M21S-42
product_number,FR-M21S-44
product_number,FR-M21S-48
product_number,FR-M21S-52
product_number,FR-M63S-38
product_number,FR-M63S-40
product_number,FR-M63S-42
product_number,FR-M63S-46
product_number,FR-M94B-38
product_number,FR-M94B-42
product_number,FR-M94B-46
product_number,FR-M94S-38
product_number,FR-M94S-42
product_number,FR-M94S-46
product_number,FR-R38B-44
product_number,FR-R38B-48
product_number,FR-R38B-52
product_number,FR-R38B-58
product_number,FR-R38B-60
product_number,FR-R38B-62
product_number,FR-R72Y-38
product_number,FR-R72Y-40
product_number,FR-R72Y-42
product_number,FR-R72Y-44
product_number,FR-R72Y-48
product_number,FR-R92B-44
product_number,FR-R92B-48
product_number,FR-R92B-52
product_number,FR-R92B-62
product_number,FR-R92R-44
product_number,FR-R92R-48
product_number,FR-R92R-52
product_number,FR-R92R-56
product_number,FR-R92R-62
product_number,FR-T67U-44
product_number,FR-T67U-50
product_number,FR-T67U-54
product_number,FR-T67U-58
product_number,FR-T67U-62
product_number,FR-T67Y-44
product_number,FR-T67Y-50
product_number,FR-T67Y-54
product_number,FR-T67Y-58
product_number,FR-T67Y-62
product_number,FR-T98U-46
product_number,FR-T98U-50
product_number,FR-T98U-54
product_number,FR-T98U-60
product_number,FR-T98Y-46
product_number,FR-T98Y-50
product_number,FR-T98Y-54
product_number,FR-T98Y-60
product_number,GL-H102-L
product_number,GL-H102-M
product_number,GL-H102-S
product_number,HB-M243
product_number,HB-M763
product_number,HB-M918
product_number,HB-R504
product_number,HB-R720
product_number,HB-R956
product_number,HB-T721
product_number,HB-T928
product_number,HL-U509
product_number,HL-U509-B
product_number,HL-U509-R
product_number,HY-1023-70
product_number,LJ-0192-L
product_number,LJ-0192-M
product_number,LJ-0192-S
product_number,LJ-0192-X
product_number,PD-M282
product_number,PD-M340
product_number,PD-M562
product_number,PD-R347
product_number,PD-R563
product_number,PD-R853
product_number,PD-T852
product_number,PK-7098
product_number,RA-H123
product_number,RB-9231
product_number,RD-2308
product_number,SE-M236
product_number,SE-M798
product_number,SE-M940
product_number,SE-R581
product_number,SE-R908
product_number,SE-R995
product_number,SE-T312
product_number,SE-T762
product_number,SE-T924
product_number,SH-W890-L
product_number,SH-W890-M
product_number,SH-W890-S
product_number,SJ-0194-L
product_number,SJ-0194-M
product_number,SJ-0194-S
product_number,SJ-0194-X
product_number,SO-R809-L
product_number,SO-R809-M
product_number,ST-1401
product_number,TI-M267
product_number,TI-M602
product_number,TI-M823
product_number,TI-R092
product_number,TI-R628
product_number,TI-R982
product_number,TI-T723
product_number,TT-M928
product_number,TT-R982
product_number,TT-T092
product_number,VE-C304-L
product_number,VE-C304-M
product_number,VE-C304-S
product_number,WB-H098
product_name,HL Road Frame - Black- 58
product_name,HL Road Frame - Red- 58
product_name,Mountain-100 Black- 38
product_name,Mountain-100 Black- 42
product_name,Mountain-100 Black- 44
product_name,Mountain-100 Black- 48
product_name,Mountain-100 Silver- 38
product_name,Mountain-100 Silver- 42
product_name,Mountain-100 Silver- 44
product_name,Mountain-100 Silver- 48
product_name,Road-450 Red- 44
product_name,Road-450 Red- 48
product_name,Road-450 Red- 52
product_name,Road-450 Red- 58
product_name,Road-450 Red- 60
product_name,Road-150 Red- 44
product_name,Road-150 Red- 48
product_name,Road-150 Red- 52
product_name,Road-150 Red- 56
product_name,Road-150 Red- 62
product_name,HL Mountain Frame - Black- 44
product_name,HL Mountain Frame - Black- 48
product_name,HL Mountain Frame - Silver- 44
product_name,HL Mountain Frame - Silver- 48
product_name,ML Road Frame - Red- 44
product_name,ML Road Frame - Red- 48
product_name,ML Road Frame - Red- 52
product_name,ML Road Frame - Red- 58
product_name,ML Road Frame - Red- 60
product_name,Mountain Bike Socks- L
product_name,Mountain Bike Socks- M
product_name,Mountain-300 Black- 38
product_name,Mountain-300 Black- 40
product_name,Mountain-300 Black- 44
product_name,Mountain-300 Black- 48
product_name,Road-650 Black- 44
product_name,Road-650 Black- 48
product_name,Road-650 Black- 52
product_name,Road-650 Black- 58
product_name,Road-650 Black- 60
product_name,Road-650 Black- 62
product_name,Road-650 Red- 44
product_name,Road-650 Red- 48
product_name,Road-650 Red- 52
product_name,Road-650 Red- 58
product_name,Road-650 Red- 60
product_name,Road-650 Red- 62
product_name,Road-250 Red- 44
product_name,Road-250 Red- 48
product_name,Road-250 Red- 52
product_name,LL Fork
product_name,ML Fork
product_name,HL Fork
product_name,ML Mountain Frame - Black- 38
product_name,ML Mountain Frame - Black- 40
product_name,ML Mountain Frame - Black- 44
product_name,ML Mountain Frame - Black- 48
product_name,LL Road Frame - Red- 44
